Estado,ID_Expediente,Clasificacion_Norma,Fecha_Inicio,Caratula,Estado_Actual,Prioridad_Expediente,Riesgo_Financiero,Abogado_Asignado,Instancia_Actual,Audiencia_Prevista,Resultado_Final,Cantidad_de_Partes,Monto_Reclamado,Monto_Resuelto,Tipo_Demandante,Dias_en_Etapa,Juzgado,Caratula.1,Abogado_Contraparte,Tiene_Audiencia
FERIA JUDICIAL,270841,Norma Laboral,2019-01-13 05:27:36,Expediente 396,EN TRÁMITE,Alta,Alto,Belén,Corte Suprema,2023-04-20 14:23:04,En Proceso,8,6050685.941792024,2906481.795818777,Organismo Público,1907,PAZ TERCERA,Caso relacionado 396,DR. PAREDES,1
EN TRÁMITE,405442,Norma Penal,2012-12-13 19:20:26,Expediente 79,EN TRÁMITE,Alta,Alto,Laura,Primera Instancia,2027-09-24 15:31:06,En Proceso,5,3709680.8752241777,2001603.2352095123,Empresa,1903,PAZ TERCERA,Caso relacionado 79,DRA. CINTIA FIAD,1
FERIA JUDICIAL,125470,Norma Laboral,2016-11-02 21:29:12,Expediente 494,APELADO,Alta,Alto,Agostina,Corte Suprema,2027-06-12 08:59:33,Favorable,5,294421.89668170887,798865.8496290952,Persona Física,1925,CIVIL 2,Caso relacionado 494,DR. PAREDES,1
FERIA JUDICIAL,942555,Norma Laboral,2009-10-31 06:10:13,Expediente 296,FERIA JUDICIAL,Media,Bajo,Andres,Segunda Instancia,2028-12-11 14:37:43,En Proceso,5,192480.80579433747,87432.30523034678,Empresa,439,COMERCIAL 1,Caso relacionado 296,DR. PAREDES,1
APELADO,322032,Norma Comercial,2010-12-06 18:36:47,Expediente 235,FERIA JUDICIAL,Media,Bajo,Andres,Segunda Instancia,2030-11-04 09:18:52,Favorable,7,4668223.122497817,1439914.088176689,Organismo Público,2013,LABORAL 5,Caso relacionado 235,DR. URQUIZA,1
TERMINADO,434555,Norma Penal,2017-04-15 18:06:31,Expediente 471,EN TRÁMITE,Media,Moderado,Andres,Corte Suprema,2027-09-04 20:54:06,Conciliación,3,4668537.698961016,4310479.2183404565,Empresa,1355,COMERCIAL 1,Caso relacionado 471,DR. URQUIZA,1
FERIA JUDICIAL,839210,Norma Penal,2005-10-26 04:42:30,Expediente 146,APELADO,Media,Bajo,Andres,Primera Instancia,2025-08-30 12:04:03,Desfavorable,7,3220069.0291785263,1803621.5005856687,Persona Física,1373,COMERCIAL 1,Caso relacionado 146,DRA. CINTIA FIAD,1
FERIA JUDICIAL,400433,Norma Comercial,2006-10-25 07:45:01,Expediente 344,APELADO,Alta,Moderado,Andres,Primera Instancia,2025-07-27 03:30:53,Desfavorable,5,2642587.262951437,921741.0797245506,Organismo Público,1920,LABORAL 5,Caso relacionado 344,DRA. CINTIA FIAD,1
FERIA JUDICIAL,282793,Norma Penal,2012-07-18 13:41:22,Expediente 339,FERIA JUDICIAL,Baja,Moderado,Belén,Corte Suprema,2025-06-28 12:38:56,Conciliación,6,2720056.568254848,1771153.9809707224,Organismo Público,834,LABORAL 5,Caso relacionado 339,DRA. CINTIA FIAD,1
EN TRÁMITE,165302,Norma Laboral,2018-11-02 02:32:00,Expediente 169,TERMINADO,Baja,Alto,Andres,Primera Instancia,2028-08-27 05:02:21,Conciliación,8,3337544.9009424667,91712.57517008464,Organismo Público,688,COMERCIAL 1,Caso relacionado 169,DR. PAREDES,1
APELADO,839513,Norma Civil,2010-12-15 21:10:28,Expediente 380,APELADO,Baja,Bajo,Andres,Primera Instancia,2026-07-16 20:48:57,En Proceso,3,506940.0672375923,1831937.2537350392,Organismo Público,817,CIVIL 2,Caso relacionado 380,DRA. CINTIA FIAD,1
EN TRÁMITE,572679,Norma Comercial,2024-08-08 03:22:44,Expediente 219,APELADO,Alta,Alto,Mariana,Primera Instancia,2025-08-12 02:04:50,Conciliación,4,3333216.0359160686,3017980.3935011765,Empresa,132,CIVIL 2,Caso relacionado 219,DR. URQUIZA,1
FERIA JUDICIAL,927770,Norma Comercial,2011-10-29 02:29:16,Expediente 491,FERIA JUDICIAL,Media,Alto,Belén,Segunda Instancia,2025-12-20 03:56:25,En Proceso,5,1265718.7897721212,3177529.4441122385,Empresa,1431,CIVIL 2,Caso relacionado 491,DR. URQUIZA,1
FERIA JUDICIAL,916692,Norma Comercial,2023-05-11 20:55:38,Expediente 94,EN TRÁMITE,Media,Bajo,Belén,Corte Suprema,2027-05-21 06:15:24,Desfavorable,6,1617371.250902774,2164879.298309777,Empresa,897,COMERCIAL 1,Caso relacionado 94,DR. URQUIZA,1
FERIA JUDICIAL,576133,Norma Comercial,2016-02-19 02:29:16,Expediente 491,FERIA JUDICIAL,Media,Alto,Belén,Segunda Instancia,2027-08-03 03:56:25,En Proceso,5,756641.2377110458,2702788.3131658323,Empresa,1251,CIVIL 2,Caso relacionado 491,DR. URQUIZA,1
TERMINADO,207828,Norma Civil,2007-08-16 08:02:50,Expediente 276,FERIA JUDICIAL,Alta,Alto,Belén,Segunda Instancia,2029-07-31 01:20:38,Desfavorable,6,2568029.701083368,348745.08123633865,Empresa,407,COMERCIAL 1,Caso relacionado 276,DR. PAREDES,1
FERIA JUDICIAL,974013,Norma Comercial,2018-09-29 04:45:55,Expediente 21,EN TRÁMITE,Alta,Moderado,Andres,Segunda Instancia,2027-04-15 16:56:40,En Proceso,2,562563.3088456282,1888468.992082754,Empresa,2093,PAZ TERCERA,Caso relacionado 21,DR. PAREDES,1
TERMINADO,316547,Norma Penal,2010-01-24 02:17:49,Expediente 93,EN TRÁMITE,Baja,Bajo,Mariana,Segunda Instancia,2029-10-25 03:59:58,Desfavorable,7,307129.5356505126,1723964.1974556765,Organismo Público,950,LABORAL 5,Caso relacionado 93,DR. PAREDES,1
APELADO,836203,Norma Laboral,2010-07-22 03:29:17,Expediente 478,FERIA JUDICIAL,Alta,Moderado,Belén,Segunda Instancia,2026-09-16 20:44:19,Desfavorable,3,4242032.413158106,3369279.9403271605,Organismo Público,401,PAZ TERCERA,Caso relacionado 478,DR. PAREDES,1
FERIA JUDICIAL,559742,Norma Penal,2003-08-21 20:50:57,Expediente 351,FERIA JUDICIAL,Alta,Bajo,Mariana,Segunda Instancia,2029-05-02 17:59:22,Conciliación,8,1786895.689743278,347425.95805724536,Persona Física,1705,COMERCIAL 1,Caso relacionado 351,DR. PAREDES,1
FERIA JUDICIAL,774970,Norma Penal,2001-03-14 20:50:57,Expediente 351,FERIA JUDICIAL,Alta,Bajo,Mariana,Segunda Instancia,2029-04-08 17:59:22,Conciliación,8,1188819.5209229502,421154.85616744746,Persona Física,1730,COMERCIAL 1,Caso relacionado 351,DR. PAREDES,1
APELADO,474346,Norma Civil,2020-04-30 16:18:00,Expediente 133,EN TRÁMITE,Alta,Bajo,Laura,Primera Instancia,2026-10-12 12:33:57,Desfavorable,5,505471.1873816827,3283362.6330114705,Organismo Público,1471,PAZ TERCERA,Caso relacionado 133,DRA. CINTIA FIAD,1
TERMINADO,710696,Norma Penal,2004-03-18 22:01:10,Expediente 211,EN TRÁMITE,Alta,Alto,Laura,Primera Instancia,2024-11-16 13:22:11,Favorable,7,5632672.857840643,2560974.6131434017,Organismo Público,397,LABORAL 5,Caso relacionado 211,DR. URQUIZA,1
EN TRÁMITE,193189,Norma Penal,2003-07-02 04:20:25,Expediente 24,TERMINADO,Alta,Alto,Agostina,Primera Instancia,2028-07-01 14:41:50,Favorable,5,1828233.6640574187,84640.65693986788,Empresa,311,CIVIL 2,Caso relacionado 24,DR. PAREDES,1
TERMINADO,251377,Norma Comercial,2003-01-24 18:21:20,Expediente 385,EN TRÁMITE,Baja,Bajo,Belén,Primera Instancia,2025-02-18 04:16:28,En Proceso,9,3484964.3473591045,661317.8806582547,Organismo Público,1583,LABORAL 5,Caso relacionado 385,DRA. CINTIA FIAD,1
TERMINADO,710680,Norma Laboral,2018-05-24 12:40:57,Expediente 120,EN TRÁMITE,Media,Alto,Agostina,Primera Instancia,2031-03-25 19:57:06,Conciliación,8,3617554.144401569,2504879.957387894,Organismo Público,1121,LABORAL 5,Caso relacionado 120,DRA. CINTIA FIAD,1
FERIA JUDICIAL,427706,Norma Laboral,2010-09-07 02:22:13,Expediente 493,FERIA JUDICIAL,Baja,Bajo,Andres,Corte Suprema,2025-08-24 08:35:11,En Proceso,2,3375851.1016948367,4354360.267040312,Persona Física,817,LABORAL 5,Caso relacionado 493,DR. URQUIZA,1
EN TRÁMITE,530066,Norma Penal,2000-07-19 14:50:51,Expediente 228,APELADO,Alta,Bajo,Agostina,Corte Suprema,2028-12-01 05:35:55,Favorable,7,1217003.4390459645,3519004.60081114,Empresa,317,LABORAL 5,Caso relacionado 228,DR. URQUIZA,1
EN TRÁMITE,933083,Norma Laboral,2009-08-15 01:23:36,Expediente 444,APELADO,Baja,Alto,Andres,Corte Suprema,2030-01-11 18:28:12,Favorable,2,3564600.9288462405,3101451.4225453483,Persona Física,1509,LABORAL 5,Caso relacionado 444,DR. PAREDES,1
APELADO,848861,Norma Civil,2019-12-28 21:49:54,Expediente 301,FERIA JUDICIAL,Baja,Alto,Mariana,Corte Suprema,2028-03-22 17:23:34,Favorable,6,2608824.708071243,3550319.30150014,Persona Física,673,CIVIL 2,Caso relacionado 301,DR. PAREDES,1
EN TRÁMITE,528611,Norma Penal,2005-07-02 07:20:20,Expediente 10,EN TRÁMITE,Alta,Bajo,Mariana,Segunda Instancia,2030-10-28 06:02:23,Conciliación,4,1068563.896656543,1599172.5542375706,Organismo Público,1197,CIVIL 2,Caso relacionado 10,DRA. CINTIA FIAD,1
EN TRÁMITE,651310,Norma Penal,2017-04-20 20:41:09,Expediente 29,EN TRÁMITE,Alta,Alto,Belén,Corte Suprema,2027-10-02 11:15:45,En Proceso,2,568618.3303932211,1617151.8340545916,Organismo Público,1441,PAZ TERCERA,Caso relacionado 29,DR. PAREDES,1
TERMINADO,397791,Norma Comercial,2004-02-20 05:54:43,Expediente 470,APELADO,Media,Bajo,Andres,Segunda Instancia,2028-01-18 13:34:34,Desfavorable,8,1418138.089369379,1865401.7201483408,Organismo Público,173,LABORAL 5,Caso relacionado 470,DR. URQUIZA,1
EN TRÁMITE,300671,Norma Civil,1999-05-21 16:14:13,Expediente 247,EN TRÁMITE,Baja,Bajo,Mariana,Segunda Instancia,2025-11-08 12:05:00,En Proceso,8,237444.29911216692,3153681.259265521,Organismo Público,1244,LABORAL 5,Caso relacionado 247,DR. PAREDES,1
FERIA JUDICIAL,101340,Norma Civil,2014-01-12 18:57:12,Expediente 95,EN TRÁMITE,Alta,Bajo,Andres,Corte Suprema,2027-08-10 06:21:04,En Proceso,4,1401395.349853868,2601601.6575323166,Empresa,1055,COMERCIAL 1,Caso relacionado 95,DR. PAREDES,1
TERMINADO,632721,Norma Laboral,2007-03-01 01:01:20,Expediente 340,EN TRÁMITE,Baja,Moderado,Agostina,Primera Instancia,2028-05-04 18:01:24,Favorable,2,5871704.856619968,2218815.7793639963,Persona Física,2156,CIVIL 2,Caso relacionado 340,DRA. CINTIA FIAD,1
TERMINADO,706620,Norma Penal,2003-06-12 04:07:36,Expediente 418,TERMINADO,Media,Bajo,Agostina,Corte Suprema,2026-10-22 02:07:43,Conciliación,7,1658735.0444834868,2641424.166338782,Organismo Público,1304,PAZ TERCERA,Caso relacionado 418,DR. URQUIZA,1
APELADO,398141,Norma Laboral,2027-08-02 18:32:41,Expediente 217,APELADO,Baja,Alto,Belén,Segunda Instancia,2030-07-17 12:44:58,Desfavorable,7,4652615.668277632,1113052.2056094382,Persona Física,844,PAZ TERCERA,Caso relacionado 217,DR. URQUIZA,1
EN TRÁMITE,990020,Norma Laboral,2020-08-06 19:38:13,Expediente 35,FERIA JUDICIAL,Alta,Moderado,Mariana,Segunda Instancia,2029-07-18 23:38:17,Favorable,7,3739968.784143792,1871942.9818227168,Organismo Público,1682,COMERCIAL 1,Caso relacionado 35,DR. PAREDES,1
EN TRÁMITE,160365,Norma Penal,2000-04-16 12:58:46,Expediente 145,TERMINADO,Media,Bajo,Mariana,Primera Instancia,2029-12-03 08:37:07,Conciliación,8,817763.1136550073,237514.11206843096,Empresa,315,LABORAL 5,Caso relacionado 145,DRA. CINTIA FIAD,1
FERIA JUDICIAL,648800,Norma Civil,2026-04-11 21:42:05,Expediente 36,APELADO,Alta,Alto,Mariana,Primera Instancia,2027-01-29 02:48:24,Conciliación,9,2296574.70633418,1679487.2498087955,Empresa,25,COMERCIAL 1,Caso relacionado 36,DRA. CINTIA FIAD,1
TERMINADO,255145,Norma Civil,2019-04-19 18:29:41,Expediente 449,EN TRÁMITE,Baja,Moderado,Andres,Corte Suprema,2030-01-27 22:56:11,Favorable,7,1000861.3030116868,335322.29358946136,Empresa,67,LABORAL 5,Caso relacionado 449,DR. PAREDES,1
APELADO,697019,Norma Penal,2014-03-12 17:31:34,Expediente 462,TERMINADO,Alta,Moderado,Laura,Segunda Instancia,2030-06-08 19:04:42,Favorable,6,2536830.222952519,1022014.7898541664,Organismo Público,2037,COMERCIAL 1,Caso relacionado 462,DRA. CINTIA FIAD,1
FERIA JUDICIAL,385363,Norma Comercial,2014-02-16 16:20:36,Expediente 359,APELADO,Media,Bajo,Belén,Primera Instancia,2032-02-29 10:28:17,En Proceso,7,1351899.4909986698,2817983.9011803404,Empresa,1701,CIVIL 2,Caso relacionado 359,DR. PAREDES,1
APELADO,983273,Norma Penal,2010-10-03 02:08:46,Expediente 356,TERMINADO,Alta,Alto,Agostina,Segunda Instancia,2028-04-15 06:48:37,Desfavorable,6,2299218.252697088,3779198.2819323298,Empresa,281,PAZ TERCERA,Caso relacionado 356,DR. PAREDES,1
APELADO,889170,Norma Laboral,2005-10-10 07:51:20,Expediente 463,EN TRÁMITE,Baja,Moderado,Belén,Segunda Instancia,,En Proceso,2,4283077.823210702,2956220.096698141,Persona Física,951,COMERCIAL 1,Caso relacionado 463,DRA. CINTIA FIAD,0
EN TRÁMITE,405350,Norma Penal,2016-09-28 10:53:19,Expediente 321,TERMINADO,Baja,Moderado,Mariana,Corte Suprema,2030-02-05 18:53:58,Desfavorable,8,172788.78140237348,1501255.9972811774,Persona Física,1739,CIVIL 2,Caso relacionado 321,DRA. CINTIA FIAD,1
EN TRÁMITE,784207,Norma Penal,2010-03-22 14:50:51,Expediente 228,APELADO,Alta,Bajo,Agostina,Corte Suprema,2027-09-08 05:35:55,Favorable,7,1322688.5152619733,2523812.2983267186,Empresa,266,LABORAL 5,Caso relacionado 228,DR. URQUIZA,1
FERIA JUDICIAL,385301,Norma Laboral,2017-08-01 06:47:51,Expediente 136,EN TRÁMITE,Alta,Alto,Laura,Primera Instancia,2029-12-13 15:05:16,Conciliación,2,812399.6472754504,3099060.3258813764,Organismo Público,838,COMERCIAL 1,Caso relacionado 136,DR. PAREDES,1
FERIA JUDICIAL,373256,Norma Penal,2006-04-23 20:50:57,Expediente 351,FERIA JUDICIAL,Alta,Bajo,Mariana,Segunda Instancia,2025-01-20 17:59:22,Conciliación,8,1591405.8885354595,445023.9080643288,Persona Física,1788,COMERCIAL 1,Caso relacionado 351,DR. PAREDES,1
APELADO,791573,Norma Penal,2003-02-23 10:18:25,Expediente 305,FERIA JUDICIAL,Alta,Bajo,Agostina,Primera Instancia,2029-09-16 19:27:11,Desfavorable,5,4549069.459901775,3252025.203029043,Empresa,2122,LABORAL 5,Caso relacionado 305,DRA. CINTIA FIAD,1
TERMINADO,507429,Norma Comercial,2015-02-17 06:25:28,Expediente 273,APELADO,Media,Alto,Belén,Corte Suprema,2027-04-28 21:26:51,Favorable,4,1045229.496483486,2605649.018968893,Empresa,963,LABORAL 5,Caso relacionado 273,DRA. CINTIA FIAD,1
FERIA JUDICIAL,791039,Norma Penal,2012-07-03 18:59:14,Expediente 362,APELADO,Baja,Moderado,Laura,Primera Instancia,2026-08-12 16:05:27,En Proceso,7,1938654.6148222785,2162824.9456289583,Empresa,1959,COMERCIAL 1,Caso relacionado 362,DR. URQUIZA,1
TERMINADO,162789,Norma Laboral,2022-07-31 05:51:10,Expediente 422,TERMINADO,Media,Bajo,Laura,Primera Instancia,2029-04-13 14:12:30,Favorable,7,3523173.458723868,784131.1455546233,Organismo Público,2066,COMERCIAL 1,Caso relacionado 422,DR. PAREDES,1
FERIA JUDICIAL,603194,Norma Comercial,2001-07-19 12:11:34,Expediente 310,TERMINADO,Media,Moderado,Agostina,Primera Instancia,,En Proceso,3,2601251.662268304,2062324.505128192,Persona Física,993,COMERCIAL 1,Caso relacionado 310,DR. URQUIZA,0
FERIA JUDICIAL,545684,Norma Comercial,2005-06-04 01:16:25,Expediente 200,EN TRÁMITE,Baja,Moderado,Mariana,Primera Instancia,2033-02-11 07:31:42,Conciliación,6,2204569.0635970742,1860167.270082399,Empresa,1428,PAZ TERCERA,Caso relacionado 200,DR. URQUIZA,1
TERMINADO,136612,Norma Civil,2011-12-27 09:03:06,Expediente 479,FERIA JUDICIAL,Baja,Moderado,Laura,Primera Instancia,2032-02-03 17:34:05,Desfavorable,5,1897788.901880706,3457216.2646854506,Empresa,64,PAZ TERCERA,Caso relacionado 479,DRA. CINTIA FIAD,1
EN TRÁMITE,222355,Norma Comercial,2004-01-18 13:21:46,Expediente 160,EN TRÁMITE,Baja,Bajo,Mariana,Segunda Instancia,2026-01-08 12:39:49,Desfavorable,4,4712860.773537684,3145390.764515142,Persona Física,1748,PAZ TERCERA,Caso relacionado 160,DRA. CINTIA FIAD,1
APELADO,828675,Norma Civil,2017-03-10 21:49:54,Expediente 301,FERIA JUDICIAL,Baja,Alto,Mariana,Corte Suprema,2023-03-23 17:23:34,Favorable,6,2909355.054611612,4070580.748302958,Persona Física,932,CIVIL 2,Caso relacionado 301,DR. PAREDES,1
TERMINADO,780937,Norma Civil,2010-03-15 01:51:28,Expediente 475,FERIA JUDICIAL,Media,Bajo,Andres,Primera Instancia,2029-04-08 22:28:44,Desfavorable,7,2942445.1247458817,817779.222113102,Organismo Público,973,LABORAL 5,Caso relacionado 475,DR. PAREDES,1
FERIA JUDICIAL,715402,Norma Laboral,2007-02-19 16:18:26,Expediente 451,EN TRÁMITE,Alta,Alto,Agostina,Corte Suprema,2027-08-01 10:20:36,En Proceso,3,1446170.626086192,538910.3617159012,Persona Física,759,COMERCIAL 1,Caso relacionado 451,DR. URQUIZA,1
FERIA JUDICIAL,721871,Norma Laboral,2014-02-25 02:04:05,Expediente 379,FERIA JUDICIAL,Alta,Alto,Laura,Segunda Instancia,,En Proceso,3,2785007.551128714,1989980.747321633,Empresa,616,PAZ TERCERA,Caso relacionado 379,DR. URQUIZA,0
FERIA JUDICIAL,943587,Norma Laboral,2007-09-16 00:41:46,Expediente 176,APELADO,Media,Alto,Belén,Corte Suprema,2028-10-10 13:10:42,Conciliación,2,3813603.4787352136,776391.6039063581,Empresa,210,COMERCIAL 1,Caso relacionado 176,DR. PAREDES,1
APELADO,318198,Norma Civil,2021-12-22 18:16:11,Expediente 183,TERMINADO,Baja,Bajo,Agostina,Corte Suprema,2023-11-30 02:08:16,Favorable,2,1653951.4398966448,984518.4402058688,Persona Física,965,COMERCIAL 1,Caso relacionado 183,DR. PAREDES,1
APELADO,714847,Norma Laboral,2010-09-26 15:51:25,Expediente 122,FERIA JUDICIAL,Baja,Bajo,Agostina,Primera Instancia,2025-12-04 01:01:29,Favorable,8,284421.134698654,2131930.31555014,Empresa,67,PAZ TERCERA,Caso relacionado 122,DRA. CINTIA FIAD,1
FERIA JUDICIAL,752670,Norma Laboral,2012-08-22 06:02:38,Expediente 495,TERMINADO,Media,Moderado,Laura,Segunda Instancia,2027-03-19 22:36:35,Conciliación,3,4944864.041936716,4396117.043399398,Empresa,1172,COMERCIAL 1,Caso relacionado 495,DR. URQUIZA,1
TERMINADO,123741,Norma Civil,2001-07-05 18:47:12,Expediente 212,APELADO,Alta,Bajo,Andres,Segunda Instancia,2028-08-08 10:35:23,Conciliación,6,1033364.64277126,1464090.1818411415,Organismo Público,592,CIVIL 2,Caso relacionado 212,DRA. CINTIA FIAD,1
APELADO,635762,Norma Penal,2013-11-10 17:31:34,Expediente 462,TERMINADO,Alta,Moderado,Laura,Segunda Instancia,2026-11-18 19:04:42,Favorable,6,1561824.984827432,1669442.67309087,Organismo Público,2071,COMERCIAL 1,Caso relacionado 462,DRA. CINTIA FIAD,1
APELADO,102748,Norma Civil,2007-01-30 21:10:28,Expediente 380,APELADO,Baja,Bajo,Andres,Primera Instancia,2029-08-16 20:48:57,En Proceso,3,672241.6698984089,2159214.791621216,Organismo Público,663,CIVIL 2,Caso relacionado 380,DRA. CINTIA FIAD,1
TERMINADO,394637,Norma Laboral,2015-01-17 16:42:12,Expediente 48,EN TRÁMITE,Media,Alto,Andres,Primera Instancia,2026-08-03 12:26:50,Desfavorable,5,3401016.401918326,4608290.620769936,Empresa,318,CIVIL 2,Caso relacionado 48,DR. URQUIZA,1
EN TRÁMITE,942415,Norma Laboral,2013-11-28 15:28:41,Expediente 268,EN TRÁMITE,Baja,Moderado,Belén,Segunda Instancia,2029-09-17 23:24:14,Favorable,7,5630576.400648318,1888468.992082754,Persona Física,412,PAZ TERCERA,Caso relacionado 268,DR. PAREDES,1
TERMINADO,896538,Norma Civil,1998-01-19 06:20:11,Expediente 257,TERMINADO,Media,Bajo,Belén,Segunda Instancia,2029-12-21 18:45:31,Desfavorable,4,1577362.8737412023,2563211.9856723803,Persona Física,1951,PAZ TERCERA,Caso relacionado 257,DRA. CINTIA FIAD,1
FERIA JUDICIAL,778936,Norma Penal,2018-06-22 12:15:24,Expediente 347,TERMINADO,Alta,Moderado,Mariana,Primera Instancia,2032-06-26 07:03:50,En Proceso,6,2844631.1384601467,3719532.3671738175,Persona Física,1011,CIVIL 2,Caso relacionado 347,DESCONOCIDO,1
EN TRÁMITE,241325,Norma Comercial,2020-12-26 03:22:44,Expediente 219,APELADO,Alta,Alto,Mariana,Primera Instancia,2025-02-05 02:04:50,Conciliación,4,2629061.9349624147,2791428.992914437,Empresa,118,CIVIL 2,Caso relacionado 219,DR. URQUIZA,1
FERIA JUDICIAL,573822,Norma Comercial,2008-09-27 18:53:28,Expediente 483,FERIA JUDICIAL,Media,Moderado,Andres,Segunda Instancia,2026-04-03 20:21:35,Favorable,3,3912248.714261076,439535.54079961055,Persona Física,679,CIVIL 2,Caso relacionado 483,DR. URQUIZA,1
EN TRÁMITE,519061,Norma Laboral,2013-02-22 15:25:47,Expediente 281,FERIA JUDICIAL,Alta,Moderado,Belén,Primera Instancia,2027-07-01 11:18:41,En Proceso,6,1211696.999036385,1888468.992082754,Empresa,1181,CIVIL 2,Caso relacionado 281,DR. PAREDES,1
FERIA JUDICIAL,412614,Norma Laboral,2007-12-21 12:25:53,Expediente 56,TERMINADO,Media,Alto,Andres,Corte Suprema,2029-04-21 23:19:25,Conciliación,8,900268.5858046284,1740654.2532437914,Persona Física,55,CIVIL 2,Caso relacionado 56,DR. PAREDES,1
TERMINADO,457474,Norma Penal,2013-09-04 15:17:54,Expediente 113,TERMINADO,Baja,Alto,Andres,Segunda Instancia,2028-09-15 17:08:12,Desfavorable,7,4908112.625869844,1199260.210754207,Empresa,1420,PAZ TERCERA,Caso relacionado 113,DR. URQUIZA,1
TERMINADO,248601,Norma Laboral,2009-09-18 02:13:28,Expediente 459,TERMINADO,Media,Moderado,Belén,Primera Instancia,2027-01-20 03:34:16,Desfavorable,9,590118.288587421,627107.9252685773,Organismo Público,193,COMERCIAL 1,Caso relacionado 459,DR. URQUIZA,1
FERIA JUDICIAL,292637,Norma Laboral,2011-07-20 07:20:06,Expediente 271,EN TRÁMITE,Media,Bajo,Agostina,Segunda Instancia,2028-06-16 18:12:27,Desfavorable,8,4552036.654602125,545922.428867968,Organismo Público,571,CIVIL 2,Caso relacionado 271,DRA. CINTIA FIAD,1
FERIA JUDICIAL,136440,Norma Laboral,2002-09-16 22:52:40,Expediente 410,APELADO,Media,Moderado,Mariana,Corte Suprema,2028-12-19 18:37:38,En Proceso,2,4733177.818110327,763958.6976240769,Organismo Público,251,PAZ TERCERA,Caso relacionado 410,DR. URQUIZA,1
TERMINADO,719177,Norma Civil,2005-04-21 17:21:30,Expediente 337,EN TRÁMITE,Alta,Bajo,Mariana,Segunda Instancia,2031-01-14 09:42:18,Conciliación,5,1453602.230877444,2447511.8809154094,Organismo Público,1325,PAZ TERCERA,Caso relacionado 337,DRA. CINTIA FIAD,1
APELADO,157954,Norma Comercial,2007-08-27 16:33:25,Expediente 361,APELADO,Alta,Moderado,Belén,Corte Suprema,2032-07-12 07:27:22,En Proceso,4,2898890.079119724,3261407.601383255,Empresa,400,LABORAL 5,Caso relacionado 361,DR. URQUIZA,1
FERIA JUDICIAL,441473,Norma Penal,2018-06-06 11:34:35,Expediente 363,TERMINADO,Alta,Alto,Andres,Primera Instancia,2027-04-27 20:35:02,En Proceso,3,497503.761542364,869791.4489429519,Persona Física,686,PAZ TERCERA,Caso relacionado 363,DRA. CINTIA FIAD,1
APELADO,187437,Norma Comercial,2013-11-10 08:15:01,Expediente 426,EN TRÁMITE,Alta,Alto,Agostina,Corte Suprema,2028-06-29 21:37:41,Conciliación,3,3928889.177281592,890369.2740252931,Organismo Público,316,PAZ TERCERA,Caso relacionado 426,DR. PAREDES,1
FERIA JUDICIAL,701231,Norma Civil,2007-03-06 16:14:09,Expediente 294,APELADO,Media,Moderado,Agostina,Corte Suprema,2024-11-25 15:29:19,En Proceso,7,1741563.5093897902,1035771.6373548936,Empresa,425,PAZ TERCERA,Caso relacionado 294,DR. PAREDES,1
